place_id,lat,lng,Text,clean_text,tokenized_text,emotion
ChIJk4Kflpmm2EcR44Z1_QnyTY8,51.5744149,0.08569520000000001,"I stayed here from the night of Friday 28th August until Tuesday morning but I was meant to stay for 2 weeks. Glad I didn't! Here are the good points. The room was very spacious and had everything needed including a nice big bed. The bathroom had a proper shower and space for toiletries. There was wifi and breakfast included. Now for the bad, on Sunday and Monday morning I was queuing for breakfast and was told by a member of staff to go to the other side where it said no entry. When I did that another member of staff said the queues over there. Then I tried to explain what I was told by the first member of staff but unfortunately she didn't understand much english. These mixed messages shouldn't happen. I've got no problem with people not being english but if you're going to work in a hotel or similar accommodation you need to know and understand the basics. Also this member of staff that didn't know much english kept staring at me when I was eating. The other bad thing was later on Sunday morning I had gone down to reception to ask about cleaning which I was given a bit of paper about that said I had to choose a 4 hour slot in advance which is fair enough but it failed to mention that cleaning was between 9am and 1pm which I found out from the member of staff who expected me to already know. Then I said can I have the cleaning the next day (Monday) between 9 and 10am and she said no because it has to be 4 hour slot. I said well how am I supposed to choose a 4 hour slot when 9am until 1pm is 4 hours. She then ignored me and spoke to the person behind me who also wanted cleaning done the next day. He asked for an hour slot after 12pm. I waited until he'd gone because it wasn't his fault. It was the staff's fault. I did have a go at the member of staff for ignoring me and for not treating me the same as as the man. I did swear a bit but only out of frustration and not directed at anyone. I then went up to my room and when I came back down to resolve the situation and apologise for swearing the staff member apologised to for not treating me fairly and said my room would be cleaned the next day at the time I wanted. So I then thought everything was fine but Tuesday morning I went to meet with my social worker who told me the hotel staff wanted me to leave even though it had been resolved. This has led me to write this review",stayed night friday th august tuesday morning meant stay week glad didnt good point room spacious everything needed including nice big bed bathroom proper shower space toiletry wifi breakfast included bad sunday monday morning queuing breakfast told member staff go side said entry another member staff said queue tried explain told first member staff unfortunately didnt understand much english mixed message shouldnt happen ive got problem people english youre going work hotel similar accommodation need know understand basic also member staff didnt know much english kept staring eating bad thing later sunday morning gone reception ask cleaning given bit paper said choose hour slot advance fair enough failed mention cleaning pm found member staff expected already know said cleaning next day monday said hour slot said well supposed choose hour slot pm hour ignored spoke person behind also wanted cleaning done next day asked hour slot pm waited hed gone wasnt fault staff fault go member staff ignoring treating man swear bit frustration directed anyone went room came back resolve situation apologise swearing staff member apologised treating fairly said room would cleaned next day time wanted thought everything fine tuesday morning went meet social worker told hotel staff wanted leave even though resolved led write review,"['stayed', 'night', 'friday', 'th', 'august', 'tuesday', 'morning', 'meant', 'stay', 'week', 'glad', 'didnt', 'good', 'point', 'room', 'spacious', 'everything', 'needed', 'including', 'nice', 'big', 'bed', 'bathroom', 'proper', 'shower', 'space', 'toiletry', 'wifi', 'breakfast', 'included', 'bad', 'sunday', 'monday', 'morning', 'queuing', 'breakfast', 'told', 'member', 'staff', 'go', 'side', 'said', 'entry', 'another', 'member', 'staff', 'said', 'queue', 'tried', 'explain', 'told', 'first', 'member', 'staff', 'unfortunately', 'didnt', 'understand', 'much', 'english', 'mixed', 'message', 'shouldnt', 'happen', 'ive', 'got', 'problem', 'people', 'english', 'youre', 'going', 'work', 'hotel', 'similar', 'accommodation', 'need', 'know', 'understand', 'basic', 'also', 'member', 'staff', 'didnt', 'know', 'much', 'english', 'kept', 'staring', 'eating', 'bad', 'thing', 'later', 'sunday', 'morning', 'gone', 'reception', 'ask', 'cleaning', 'given', 'bit', 'paper', 'said', 'choose', 'hour', 'slot', 'advance', 'fair', 'enough', 'failed', 'mention', 'cleaning', 'pm', 'found', 'member', 'staff', 'expected', 'already', 'know', 'said', 'cleaning', 'next', 'day', 'monday', 'said', 'hour', 'slot', 'said', 'well', 'supposed', 'choose', 'hour', 'slot', 'pm', 'hour', 'ignored', 'spoke', 'person', 'behind', 'also', 'wanted', 'cleaning', 'done', 'next', 'day', 'asked', 'hour', 'slot', 'pm', 'waited', 'hed', 'gone', 'wasnt', 'fault', 'staff', 'fault', 'go', 'member', 'staff', 'ignoring', 'treating', 'man', 'swear', 'bit', 'frustration', 'directed', 'anyone', 'went', 'room', 'came', 'back', 'resolve', 'situation', 'apologise', 'swearing', 'staff', 'member', 'apologised', 'treating', 'fairly', 'said', 'room', 'would', 'cleaned', 'next', 'day', 'time', 'wanted', 'thought', 'everything', 'fine', 'tuesday', 'morning', 'went', 'meet', 'social', 'worker', 'told', 'hotel', 'staff', 'wanted', 'leave', 'even', 'though', 'resolved', 'led', 'write', 'review']",anger
ChIJk4Kflpmm2EcR44Z1_QnyTY8,51.5744149,0.08569520000000001,"The staff are amazing, friendly and willing to help in all situations. Generally the hotel is clean rooms are a good size and well presented. Would not hesitate staying here again.",staff amazing friendly willing help situation generally hotel clean room good size well presented would hesitate staying,"['staff', 'amazing', 'friendly', 'willing', 'help', 'situation', 'generally', 'hotel', 'clean', 'room', 'good', 'size', 'well', 'presented', 'would', 'hesitate', 'staying']",worry
ChIJk4Kflpmm2EcR44Z1_QnyTY8,51.5744149,0.08569520000000001,The 1st room was not great so I ask to change & it was not a problem... The staff was very helpful & the food not bad. For a budget hotel I give them 4 stars,st room great ask change problem staff helpful food bad budget hotel give star,"['st', 'room', 'great', 'ask', 'change', 'problem', 'staff', 'helpful', 'food', 'bad', 'budget', 'hotel', 'give', 'star']",worry
ChIJk4Kflpmm2EcR44Z1_QnyTY8,51.5744149,0.08569520000000001,We arrived today and Natalija has been really friendly and helpful. Room looks decent and clean. Lucia was also really lovely. Actually every staff member we come across has been great. Thanks,arrived today natalija really friendly helpful room look decent clean lucia also really lovely actually every staff member come across great thanks,"['arrived', 'today', 'natalija', 'really', 'friendly', 'helpful', 'room', 'look', 'decent', 'clean', 'lucia', 'also', 'really', 'lovely', 'actually', 'every', 'staff', 'member', 'come', 'across', 'great', 'thanks']",joy
ChIJk4Kflpmm2EcR44Z1_QnyTY8,51.5744149,0.08569520000000001,Very good.  Good amenities and great value for money.  Only objection was paying for carpark but made up for with excellent included breakfast.,good good amenity great value money objection paying carpark made excellent included breakfast,"['good', 'good', 'amenity', 'great', 'value', 'money', 'objection', 'paying', 'carpark', 'made', 'excellent', 'included', 'breakfast']",joy
ChIJKSMdVEu72EcROnG__fcK31s,51.582713700000006,0.1889176,"I have stayed in this hotel for 2 weeks, I was in one room for a week an half to which was lovely, an then I upgraded for a better room which was excellent, an the staff was excellent at all times, but one main staff Salman has been so helpful an been a pleased to be around him nothing is to much trouble for him to help you he is a asset to your company, we will miss his company and its been a honour to know him

mr mark skinner",stayed hotel week one room week half lovely upgraded better room excellent staff excellent time one main staff salman helpful pleased around nothing much trouble help asset company miss company honour know mr mark skinner,"['stayed', 'hotel', 'week', 'one', 'room', 'week', 'half', 'lovely', 'upgraded', 'better', 'room', 'excellent', 'staff', 'excellent', 'time', 'one', 'main', 'staff', 'salman', 'helpful', 'pleased', 'around', 'nothing', 'much', 'trouble', 'help', 'asset', 'company', 'miss', 'company', 'honour', 'know', 'mr', 'mark', 'skinner']",joy
ChIJKSMdVEu72EcROnG__fcK31s,51.582713700000006,0.1889176,I was blessed to stay 2years ago and it was a dream come true... id go back. I miss it!,blessed stay year ago dream come true id go back miss,"['blessed', 'stay', 'year', 'ago', 'dream', 'come', 'true', 'id', 'go', 'back', 'miss']",joy
ChIJKSMdVEu72EcROnG__fcK31s,51.582713700000006,0.1889176,"We were in a loft bedroom extremely hot  no air conditioning, had to open  veluxes, traffic all night so got very little sleep. Find it unbelievable that the steep ,narrow and winding stairs passed regulations a real struggle with luggage",loft bedroom extremely hot air conditioning open veluxes traffic night got little sleep find unbelievable steep narrow winding stair passed regulation real struggle luggage,"['loft', 'bedroom', 'extremely', 'hot', 'air', 'conditioning', 'open', 'veluxes', 'traffic', 'night', 'got', 'little', 'sleep', 'find', 'unbelievable', 'steep', 'narrow', 'winding', 'stair', 'passed', 'regulation', 'real', 'struggle', 'luggage']",worry
ChIJKSMdVEu72EcROnG__fcK31s,51.582713700000006,0.1889176,"It's a peaceful place to stay, lovely breakfast in the morning, staff friendly, will be back!",peaceful place stay lovely breakfast morning staff friendly back,"['peaceful', 'place', 'stay', 'lovely', 'breakfast', 'morning', 'staff', 'friendly', 'back']",joy
ChIJKSMdVEu72EcROnG__fcK31s,51.582713700000006,0.1889176,Excellent staff very helpful enjoyed my stay will definitely stay again when I need too,excellent staff helpful enjoyed stay definitely stay need,"['excellent', 'staff', 'helpful', 'enjoyed', 'stay', 'definitely', 'stay', 'need']",joy
ChIJZ1HqMmCk2EcRp75-ttvFCaY,51.580122,0.14068599999999998,Nice staff. Clean big rooms. Very quiet. Bed was a bit noisy :-p,nice staff clean big room quiet bed bit noisy p,"['nice', 'staff', 'clean', 'big', 'room', 'quiet', 'bed', 'bit', 'noisy']",worry
ChIJZ1HqMmCk2EcRp75-ttvFCaY,51.580122,0.14068599999999998,"Ok, but noisy...next to a pub n busy A12.",ok noisynext pub n busy,"['ok', 'noisynext', 'pub', 'busy']",neutral
ChIJZ1HqMmCk2EcRp75-ttvFCaY,51.580122,0.14068599999999998,Don't leave anything behind because you won't see it again! Thieves for cleaners what more could you want?,dont leave anything behind wont see thief cleaner could want,"['dont', 'leave', 'anything', 'behind', 'wont', 'see', 'thief', 'cleaner', 'could', 'want']",worry
ChIJZ1HqMmCk2EcRp75-ttvFCaY,51.580122,0.14068599999999998,"If you want a good sleep don't stay here, especially on the ground floor! The noise through the floors in the upstairs rooms is horrendous. Then no sign to put on the door not to be disturbed and the cleaners knocked and entered waking me up in the morning even though I'd not checked out and check out wasn't until 12! Sofas where also marked and filthy so best just to sit on your bed! Staff don't wear masks so all in all not a great experience!",want good sleep dont stay especially ground floor noise floor upstairs room horrendous sign put door disturbed cleaner knocked entered waking morning even though id checked check wasnt sofa also marked filthy best sit bed staff dont wear mask great experience,"['want', 'good', 'sleep', 'dont', 'stay', 'especially', 'ground', 'floor', 'noise', 'floor', 'upstairs', 'room', 'horrendous', 'sign', 'put', 'door', 'disturbed', 'cleaner', 'knocked', 'entered', 'waking', 'morning', 'even', 'though', 'id', 'checked', 'check', 'wasnt', 'sofa', 'also', 'marked', 'filthy', 'best', 'sit', 'bed', 'staff', 'dont', 'wear', 'mask', 'great', 'experience']",worry
ChIJZ1HqMmCk2EcRp75-ttvFCaY,51.580122,0.14068599999999998,Me and my cousin booked a stay here. Me and my cousin are both 17 with her birthday in a couple days. We looked prior to the booking the desired age to book at this hotel they said 16 and over. So we went and booked the money (we were charged before checking in). When we got there we were told we can’t book a stay unless we are 18 and over and said they couldn’t provide refund. We begged with the receptionist to at least provide us with our money back he bluntly refused (the receptionist was also very rude). When we got home I called the premier inn home base customer number (the main service) and confirmed just like we did that you can be 16 and over with ID (which we provided) to book hotel. They also refused to give us refund. Worse hotel ever guys don’t waste ur time on this!,cousin booked stay cousin birthday couple day looked prior booking desired age book hotel said went booked money charged checking got told ’ book stay unless said ’ provide refund begged receptionist least provide u money back bluntly refused receptionist also rude got home called premier inn home base customer number main service confirmed like id provided book hotel also refused give u refund worse hotel ever guy ’ waste ur time,"['cousin', 'booked', 'stay', 'cousin', 'birthday', 'couple', 'day', 'looked', 'prior', 'booking', 'desired', 'age', 'book', 'hotel', 'said', 'went', 'booked', 'money', 'charged', 'checking', 'got', 'told', 'book', 'stay', 'unless', 'said', 'provide', 'refund', 'begged', 'receptionist', 'least', 'provide', 'money', 'back', 'bluntly', 'refused', 'receptionist', 'also', 'rude', 'got', 'home', 'called', 'premier', 'inn', 'home', 'base', 'customer', 'number', 'main', 'service', 'confirmed', 'like', 'id', 'provided', 'book', 'hotel', 'also', 'refused', 'give', 'refund', 'worse', 'hotel', 'ever', 'guy', 'waste', 'ur', 'time']",anger
ChIJNdTypRWm2EcRGOVqTq72t44,51.5341936,0.07186170000000001,"Definitely enjoyed my stay. Staff were so friendly and welcoming! The service was outstanding they went above and beyond to make sure our stay was comfortable. Rooms were clean and tidy! Enjoyed breakfast. Good location - not far from barking station, town centre and supermarkets literally walking distance. I would most definitely recommend.",definitely enjoyed stay staff friendly welcoming service outstanding went beyond make sure stay comfortable room clean tidy enjoyed breakfast good location far barking station town centre supermarket literally walking distance would definitely recommend,"['definitely', 'enjoyed', 'stay', 'staff', 'friendly', 'welcoming', 'service', 'outstanding', 'went', 'beyond', 'make', 'sure', 'stay', 'comfortable', 'room', 'clean', 'tidy', 'enjoyed', 'breakfast', 'good', 'location', 'far', 'barking', 'station', 'town', 'centre', 'supermarket', 'literally', 'walking', 'distance', 'would', 'definitely', 'recommend']",joy
ChIJNdTypRWm2EcRGOVqTq72t44,51.5341936,0.07186170000000001,Easy to locate and parking included ( cist £1!). I stayed for 1 night with 2 small children. Good service at reception. The room was fine and included 3 beds. The bathroom could have been slightly cleaner ( found a longish hair on the side of the bath). Paid for breakfast which was really good. The staff in the dining area were brilliant. They were friendly and went above and beyond with the children. When we checked out they gave them little toys which the children loved. Would definitely stay again,easy locate parking included cist £ stayed night small child good service reception room fine included bed bathroom could slightly cleaner found longish hair side bath paid breakfast really good staff dining area brilliant friendly went beyond child checked gave little toy child loved would definitely stay,"['easy', 'locate', 'parking', 'included', 'cist', 'stayed', 'night', 'small', 'child', 'good', 'service', 'reception', 'room', 'fine', 'included', 'bed', 'bathroom', 'could', 'slightly', 'cleaner', 'found', 'longish', 'hair', 'side', 'bath', 'paid', 'breakfast', 'really', 'good', 'staff', 'dining', 'area', 'brilliant', 'friendly', 'went', 'beyond', 'child', 'checked', 'gave', 'little', 'toy', 'child', 'loved', 'would', 'definitely', 'stay']",worry
ChIJNdTypRWm2EcRGOVqTq72t44,51.5341936,0.07186170000000001,"Had a lovely stay last night. Every member of staff were polite and  made us feel welcome. Nothing was too much trouble for them and it was clear they all enjoy their jobs.
Premier Inn standards were high as usual. Great bed, great evening meal and great breakfast!
Well done to you all x",lovely stay last night every member staff polite made u feel welcome nothing much trouble clear enjoy job premier inn standard high usual great bed great evening meal great breakfast well done x,"['lovely', 'stay', 'last', 'night', 'every', 'member', 'staff', 'polite', 'made', 'feel', 'welcome', 'nothing', 'much', 'trouble', 'clear', 'enjoy', 'job', 'premier', 'inn', 'standard', 'high', 'usual', 'great', 'bed', 'great', 'evening', 'meal', 'great', 'breakfast', 'well', 'done']",anger
ChIJNdTypRWm2EcRGOVqTq72t44,51.5341936,0.07186170000000001,"Had a lovely stay the last few nights. Every member of staff were polite and made us feel welcome. Great bed, great evening meal and great breakfast! Will definitely come back!
Well done to you all x",lovely stay last night every member staff polite made u feel welcome great bed great evening meal great breakfast definitely come back well done x,"['lovely', 'stay', 'last', 'night', 'every', 'member', 'staff', 'polite', 'made', 'feel', 'welcome', 'great', 'bed', 'great', 'evening', 'meal', 'great', 'breakfast', 'definitely', 'come', 'back', 'well', 'done']",joy
ChIJNdTypRWm2EcRGOVqTq72t44,51.5341936,0.07186170000000001,"Room was nice and clean, good location off A13, good price, but the room was extremely hot even in the hallways are very warm, air con not working properly, no fans avaliable and unable to switch rooms, this made for a very uncomfortable nights sleep, won't be staying in this Premier Inn again, first time I've stayed in a Premier Inn and not been satisfied with my stay.",room nice clean good location good price room extremely hot even hallway warm air con working properly fan avaliable unable switch room made uncomfortable night sleep wont staying premier inn first time ive stayed premier inn satisfied stay,"['room', 'nice', 'clean', 'good', 'location', 'good', 'price', 'room', 'extremely', 'hot', 'even', 'hallway', 'warm', 'air', 'con', 'working', 'properly', 'fan', 'avaliable', 'unable', 'switch', 'room', 'made', 'uncomfortable', 'night', 'sleep', 'wont', 'staying', 'premier', 'inn', 'first', 'time', 'ive', 'stayed', 'premier', 'inn', 'satisfied', 'stay']",worry
ChIJF0vUxPOm2EcRVHNOaYwDudg,51.56416669999999,0.06555559999999999,"My wife and I stayed in the hotel for couple days. Everything was fine! Breakfast was awesome! Bed very confortable and shower worked fabulous. Only one thing I'm still waiting for. They charge me 39 pounds as a security deposit and promised put back in my card after 5 business days, but didn't! I called them but nothing yet. Plus the security deposit wasn't in the agreement. I found this unfair.",wife stayed hotel couple day everything fine breakfast awesome bed confortable shower worked fabulous one thing im still waiting charge pound security deposit promised put back card business day didnt called nothing yet plus security deposit wasnt agreement found unfair,"['wife', 'stayed', 'hotel', 'couple', 'day', 'everything', 'fine', 'breakfast', 'awesome', 'bed', 'confortable', 'shower', 'worked', 'fabulous', 'one', 'thing', 'im', 'still', 'waiting', 'charge', 'pound', 'security', 'deposit', 'promised', 'put', 'back', 'card', 'business', 'day', 'didnt', 'called', 'nothing', 'yet', 'plus', 'security', 'deposit', 'wasnt', 'agreement', 'found', 'unfair']",anger
ChIJF0vUxPOm2EcRVHNOaYwDudg,51.56416669999999,0.06555559999999999,Ok service. Could improve many things. Be more pleasant to customers too.,ok service could improve many thing pleasant customer,"['ok', 'service', 'could', 'improve', 'many', 'thing', 'pleasant', 'customer']",joy
ChIJF0vUxPOm2EcRVHNOaYwDudg,51.56416669999999,0.06555559999999999,"A very cheap budget hotel , not 3star rating at all, the double room is very small with very basic facilities,  eg cupboard , side draws,
Yes it does have a flat screen smart TV and tea/coffee provided with a kettle, No glasses for drinking water.
The private bathroom,  well it has a very small sink , and a equally small shower in it ,
There is a serious lack of onsite parking for guests wanting to stay there,
The plus point in the hotel is that you get good room cleaning service, the cleaning staff member cleans the room good, changes the towels etc and replenishes the shower and soap items , she is very helpful and friendly, the sound proofing is bad, you can hear other guests quite loudly,  the heating facility provided in the room is via a small wall mounted heater and a electric portable radiator....
In all honesty nothing to right home about...
An average place to stay with no frills attached.... more like a place for single people....",cheap budget hotel star rating double room small basic facility eg cupboard side draw yes flat screen smart tv teacoffee provided kettle glass drinking water private bathroom well small sink equally small shower serious lack onsite parking guest wanting stay plus point hotel get good room cleaning service cleaning staff member clean room good change towel etc replenishes shower soap item helpful friendly sound proofing bad hear guest quite loudly heating facility provided room via small wall mounted heater electric portable radiator honesty nothing right home average place stay frill attached like place single people,"['cheap', 'budget', 'hotel', 'star', 'rating', 'double', 'room', 'small', 'basic', 'facility', 'eg', 'cupboard', 'side', 'draw', 'yes', 'flat', 'screen', 'smart', 'tv', 'teacoffee', 'provided', 'kettle', 'glass', 'drinking', 'water', 'private', 'bathroom', 'well', 'small', 'sink', 'equally', 'small', 'shower', 'serious', 'lack', 'onsite', 'parking', 'guest', 'wanting', 'stay', 'plus', 'point', 'hotel', 'get', 'good', 'room', 'cleaning', 'service', 'cleaning', 'staff', 'member', 'clean', 'room', 'good', 'change', 'towel', 'etc', 'replenishes', 'shower', 'soap', 'item', 'helpful', 'friendly', 'sound', 'proofing', 'bad', 'hear', 'guest', 'quite', 'loudly', 'heating', 'facility', 'provided', 'room', 'via', 'small', 'wall', 'mounted', 'heater', 'electric', 'portable', 'radiator', 'honesty', 'nothing', 'right', 'home', 'average', 'place', 'stay', 'frill', 'attached', 'like', 'place', 'single', 'people']",anger
ChIJF0vUxPOm2EcRVHNOaYwDudg,51.56416669999999,0.06555559999999999,"It's a nice hotel, kind persons running this place. Rooms for 2 persons are just enough for 2 persons. Not a place to hang the whole day, because it's not the most fun room. The dining room is quite narrow, most of the times you have to ask if you can pass, in place of just being able to sit. Furtherest it's a great hotel! Wifi works great too, different networks.",nice hotel kind person running place room person enough person place hang whole day fun room dining room quite narrow time ask pas place able sit furtherest great hotel wifi work great different network,"['nice', 'hotel', 'kind', 'person', 'running', 'place', 'room', 'person', 'enough', 'person', 'place', 'hang', 'whole', 'day', 'fun', 'room', 'dining', 'room', 'quite', 'narrow', 'time', 'ask', 'pas', 'place', 'able', 'sit', 'furtherest', 'great', 'hotel', 'wifi', 'work', 'great', 'different', 'network']",joy
ChIJF0vUxPOm2EcRVHNOaYwDudg,51.56416669999999,0.06555559999999999,"Very clean,breakfast advertised,no dining area minimum avaable",cleanbreakfast advertisedno dining area minimum avaable,"['cleanbreakfast', 'advertisedno', 'dining', 'area', 'minimum', 'avaable']",neutral
ChIJJ-LmW_Sm2EcRAet_3xIEtUw,51.5606997,0.0671605,Great bed and breakfast,great bed breakfast,"['great', 'bed', 'breakfast']",joy
ChIJJ-LmW_Sm2EcRAet_3xIEtUw,51.5606997,0.0671605,I stay at around 20-30 hotels per year. Never written a review before. This guest house is great. A comfy spotless place. Stand out good. Total gem. Will stay again if i can get a room when in the area. Not to be confused with other nearby places - not a patch.,stay around hotel per year never written review guest house great comfy spotless place stand good total gem stay get room area confused nearby place patch,"['stay', 'around', 'hotel', 'per', 'year', 'never', 'written', 'review', 'guest', 'house', 'great', 'comfy', 'spotless', 'place', 'stand', 'good', 'total', 'gem', 'stay', 'get', 'room', 'area', 'confused', 'nearby', 'place', 'patch']",worry
ChIJJ-LmW_Sm2EcRAet_3xIEtUw,51.5606997,0.0671605,"Friendly and helpful staff, Comfortable beds,  the bathrooms  are not very big but have all you need in them.  Clean and tidy throughout. Nice garden area to use.   Have stayed there several times and would definitely highly recommend this guest house.",friendly helpful staff comfortable bed bathroom big need clean tidy throughout nice garden area use stayed several time would definitely highly recommend guest house,"['friendly', 'helpful', 'staff', 'comfortable', 'bed', 'bathroom', 'big', 'need', 'clean', 'tidy', 'throughout', 'nice', 'garden', 'area', 'use', 'stayed', 'several', 'time', 'would', 'definitely', 'highly', 'recommend', 'guest', 'house']",joy
